grid,ritmo_representativo_pct,duracao_mediana_pit_convencional,qtd_pit_stops,qtd_compostos_distintos,voltas_stint_medio,air_temp_media,track_temp_media,humidity_media,pressure_media,wind_speed_medio,primeiro_composto_HARD,primeiro_composto_INTERMEDIATE,primeiro_composto_MEDIUM,primeiro_composto_SOFT,primeiro_composto_SUPERSOFT,primeiro_composto_None,composto_mais_utilizado_HARD,composto_mais_utilizado_INTERMEDIATE,composto_mais_utilizado_MEDIUM,composto_mais_utilizado_SOFT,composto_mais_utilizado_SUPERSOFT,composto_mais_utilizado_None,rainfall_ocorreu
4.0,-0.8033799155021115,23.0105,2.0,2.0,23.666666666666668,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.0,-0.8709134045059852,23.172,3.0,2.0,17.75,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.0,0.333048085735943,27.003500000000003,2.0,2.0,17.0,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,-1.1028539878028487,23.816,3.0,2.0,17.75,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8.0,0.05146736963201337,23.50275,0.0,1.0,1.0,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9.0,0.104671195917172,24.137999999999998,2.0,2.0,23.666666666666668,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10.0,0.10712664060972266,23.328,3.0,2.0,17.75,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11.0,0.05146736963201337,23.50275,0.0,1.0,1.0,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12.0,0.3747102755601306,24.8215,2.0,2.0,23.666666666666668,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13.0,0.6206541334019988,24.7215,2.0,2.0,23.666666666666668,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
